gCSD16_DEN_10	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
gCSD17_BAL_8	NA	NODE_62_length_19510_cov_5.696119	11314	12129	+	blaOXA	OXA-1091 family class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	272	272	100.00	98.90	272	WP_012045014.1	class D beta-lactamase OXA-1091	NA	NA
gCSD17_BAL_9	NA	NODE_14627_length_475_cov_2.640476	2	475	-	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	PARTIAL_CONTIG_ENDX	158	271	58.30	100.00	158	WP_000018329.1	aminoglycoside O-phosphotransferase APH(3')-Ia	NA	NA
gCSD17_BAL_9	NA	NODE_305_length_4691_cov_6.050259	35	850	-	blaOXA	OXA-1091 family class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	272	272	100.00	99.63	272	WP_012045014.1	class D beta-lactamase OXA-1091	NA	NA
gCSD17_BAL_9	NA	NODE_34719_length_337_cov_1.677305	1	207	-	qacC	quaternary ammonium compound efflux SMR transporter QacC	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	PARTIAL_CONTIG_ENDX	69	107	64.49	100.00	69	WP_001146389.1	quaternary ammonium compound efflux SMR transporter QacC	NA	NA
gCSD17_DEN_1	NA	NODE_1187_length_1162_cov_2.869919	1	426	+	blaOXA	OXA-1091 family class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIAL_CONTIG_ENDX	142	272	52.21	97.89	142	WP_012045014.1	class D beta-lactamase OXA-1091	NA	NA
gCSD17_DEN_10	NA	NODE_160470_length_254_cov_0.964824	2	202	+	qacE	quaternary ammonium compound efflux SMR transporter QacE	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	PARTIAL_CONTIG_ENDX	67	115	58.26	100.00	67	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NA	NA
gCSD17_DEN_17	NA	NODE_12954_length_465_cov_1.646341	31	465	+	blaOXA	OXA-1091 family class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIAL_CONTIG_ENDX	145	272	53.31	98.62	145	WP_012045014.1	class D beta-lactamase OXA-1091	NA	NA
gCSD17_DEN_22	NA	NODE_3073_length_480_cov_1.830588	3	254	+	qacC	quaternary ammonium compound efflux SMR transporter QacC	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	PARTIAL_CONTIG_ENDX	84	107	78.50	100.00	84	WP_001146389.1	quaternary ammonium compound efflux SMR transporter QacC	NA	NA
gCSD17_DEN_23	NA	NODE_16074_length_431_cov_1.398936	2	430	-	erm(X)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	core	AMR	AMR	MACROLIDE	MACROLIDE	PARTIAL_CONTIG_ENDX	143	284	50.35	98.60	143	WP_063844894.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	NA	NA
gCSD17_DEN_6	NA	NODE_868_length_611_cov_1.381295	266	610	-	aac(6')	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	PARTIAL_CONTIG_ENDX	115	155	74.19	99.13	115	WP_053518652.1	aminoglycoside 6'-N-acetyltransferase	NA	NA
gCSD17_DEN_7	NA	NODE_81824_length_256_cov_0.955224	3	254	-	qacC	quaternary ammonium compound efflux SMR transporter QacC	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	PARTIAL_CONTIG_ENDX	84	107	78.50	100.00	84	WP_001146389.1	quaternary ammonium compound efflux SMR transporter QacC	NA	NA
gCSD17_DEN_9	NA	NODE_29720_length_339_cov_1.654930	167	337	-	qacL	quaternary ammonium compound efflux SMR transporter QacL	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	PARTIAL_CONTIG_ENDX	57	110	51.82	100.00	57	WP_000800531.1	quaternary ammonium compound efflux SMR transporter QacL	NA	NA
gCSD17_MIN_1	NA	NODE_21942_length_459_cov_1.309406	21	458	+	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	PARTIAL_CONTIG_ENDX	146	279	52.33	99.32	146	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NA	NA
gCSD17_MIN_3	NA	NODE_32562_length_477_cov_2.587678	1	477	+	blaBJP	BJP family subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	PARTIAL_CONTIG_ENDX	159	294	54.08	91.82	159	WP_011088970.1	subclass B3 metallo-beta-lactamase BJP-1	NA	NA
gCSD17_MIN_4	NA	NODE_8323_length_534_cov_1.837161	2	532	+	blaOXA	OXA-1091 family class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIAL_CONTIG_ENDX	177	272	65.07	98.87	177	WP_012045014.1	class D beta-lactamase OXA-1091	NA	NA
gCSD17_MIN_5	NA	NODE_30418_length_453_cov_1.866834	3	452	-	blaBJP	BJP family subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	PARTIAL_CONTIG_ENDX	150	294	51.02	96.67	150	WP_015684602.1	BJP family subclass B3 metallo-beta-lactamase	NA	NA
gCSD17_NYC_1	NA	NODE_3953_length_606_cov_1.161525	98	604	-	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	PARTIAL_CONTIG_ENDX	169	267	63.30	100.00	169	WP_001082319.1	aminoglycoside O-phosphotransferase APH(3'')-Ib	NA	NA
gCSD17_NYC_10	NA	NODE_19445_length_527_cov_1.245763	3	527	+	blaBJP	BJP family subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	PARTIAL_CONTIG_ENDX	175	294	59.52	92.57	175	WP_011088970.1	subclass B3 metallo-beta-lactamase BJP-1	NA	NA
gCSD17_NYC_10	NA	NODE_281002_length_231_cov_1.318182	2	226	+	qacE	quaternary ammonium compound efflux SMR transporter QacE	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	PARTIAL_CONTIG_ENDX	75	110	68.18	100.00	75	WP_010890145.1	quaternary ammonium compound efflux SMR transporter QacE	NA	NA
gCSD17_NYC_10	NA	NODE_292036_length_229_cov_1.103448	1	228	-	fosA	FosA family fosfomycin resistance glutathione transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	PARTIAL_CONTIG_ENDX	76	139	54.68	98.68	76	WP_004857515.1	FosA family fosfomycin resistance glutathione transferase	NA	NA
gCSD17_NYC_10	NA	NODE_40974_length_402_cov_7.184438	15	401	-	erm(X)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	core	AMR	AMR	MACROLIDE	MACROLIDE	PARTIAL_CONTIG_ENDX	129	253	50.99	98.45	129	WP_032488331.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	NA	NA
gCSD17_NYC_11	NA	NODE_150470_length_337_cov_1.290780	2	175	+	qacC	quaternary ammonium compound efflux SMR transporter QacC	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	PARTIAL_CONTIG_ENDX	58	107	54.21	100.00	58	WP_001146389.1	quaternary ammonium compound efflux SMR transporter QacC	NA	NA
gCSD17_NYC_11	NA	NODE_189317_length_307_cov_1.301587	39	305	+	qacL	quaternary ammonium compound efflux SMR transporter QacL	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	PARTIAL_CONTIG_ENDX	89	110	80.91	100.00	89	WP_000800531.1	quaternary ammonium compound efflux SMR transporter QacL	NA	NA
gCSD17_NYC_11	NA	NODE_26025_length_599_cov_1.656250	3	596	+	erm(X)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	core	AMR	AMR	MACROLIDE	MACROLIDE	PARTIAL_CONTIG_ENDX	198	284	69.72	98.48	198	WP_011117480.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	NA	NA
gCSD17_NYC_11	NA	NODE_65961_length_449_cov_1.439086	3	449	+	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	PARTIAL_CONTIG_ENDX	149	267	55.81	100.00	149	WP_001082319.1	aminoglycoside O-phosphotransferase APH(3'')-Ib	NA	NA
gCSD17_NYC_13	NA	NODE_1716_length_1041_cov_3.505071	237	1019	+	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	BLASTX	261	267	97.75	100.00	261	WP_001082319.1	aminoglycoside O-phosphotransferase APH(3'')-Ib	NA	NA
gCSD17_NYC_13	NA	NODE_22254_length_495_cov_2.911364	2	493	+	blaOXA	OXA-1091 family class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIAL_CONTIG_ENDX	164	272	60.29	99.39	164	WP_012045014.1	class D beta-lactamase OXA-1091	NA	NA
gCSD17_NYC_13	NA	NODE_475_length_1540_cov_3.445791	455	1540	+	cmx	chloramphenicol efflux MFS transporter Cmx	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	BLASTX	362	391	92.58	99.72	362	WP_005297378.1	chloramphenicol efflux MFS transporter Cmx	NA	NA
gCSD17_NYC_13	NA	NODE_74_length_8411_cov_4.846218	1721	2572	+	erm(X)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTX	284	284	100.00	97.54	284	WP_063844894.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	NA	NA
gCSD17_NYC_13	NA	NODE_74_length_8411_cov_4.846218	4861	5712	+	erm(X)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTX	284	284	100.00	97.89	284	WP_011117480.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	NA	NA
gCSD17_NYC_14	NA	NODE_219442_length_259_cov_1.666667	1	258	-	lnu(A)	lincosamide nucleotidyltransferase Lnu(A)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	PARTIAL_CONTIG_ENDX	86	161	53.42	100.00	86	WP_001829870.1	lincosamide nucleotidyltransferase Lnu(A)	NA	NA
gCSD17_NYC_14	NA	NODE_26603_length_411_cov_1.078652	1	411	-	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	PARTIAL_CONTIG_ENDX	137	271	50.55	97.81	137	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2	NA	NA
gCSD17_NYC_14	NA	NODE_3016_length_744_cov_2.429608	6	743	-	erm(X)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	core	AMR	AMR	MACROLIDE	MACROLIDE	PARTIAL_CONTIG_ENDX	246	284	86.62	97.15	246	WP_011152925.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	NA	NA
gCSD17_NYC_14	NA	NODE_364691_length_238_cov_2.098361	3	236	-	qacE	quaternary ammonium compound efflux SMR transporter QacE	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	PARTIAL_CONTIG_ENDX	78	115	67.83	98.72	78	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NA	NA
gCSD17_NYC_14	NA	NODE_6039_length_608_cov_2.555154	14	604	+	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	PARTIALX	197	267	73.78	100.00	197	WP_001082319.1	aminoglycoside O-phosphotransferase APH(3'')-Ib	NA	NA
gCSD17_NYC_14	NA	NODE_9096_length_541_cov_2.347737	3	539	+	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	PARTIAL_CONTIG_ENDX	179	278	64.39	100.00	179	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id	NA	NA
gCSD17_NYC_15	NA	NODE_13576_length_552_cov_1.424547	1	552	-	blaBJP	BJP family subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	PARTIAL_CONTIG_ENDX	184	294	62.59	91.30	184	WP_015684602.1	BJP family subclass B3 metallo-beta-lactamase	NA	NA
gCSD17_NYC_15	NA	NODE_23065_length_467_cov_8.934466	2	466	-	erm(X)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	core	AMR	AMR	MACROLIDE	MACROLIDE	PARTIAL_CONTIG_ENDX	155	284	54.58	99.35	155	WP_011117480.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	NA	NA
gCSD17_NYC_15	NA	NODE_7531_length_662_cov_1.971993	1	660	+	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	PARTIAL_CONTIG_ENDX	220	278	79.14	99.55	220	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id	NA	NA
gCSD17_NYC_15	NA	NODE_9974_length_608_cov_1.388788	2	607	-	blaOXA	OXA-1091 family class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIAL_CONTIG_ENDX	202	272	74.26	99.01	202	WP_012045014.1	class D beta-lactamase OXA-1091	NA	NA
gCSD17_NYC_16	NA	NODE_14053_length_647_cov_1.319257	2	532	-	blaOXA	OXA-1091 family class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIAL_CONTIG_ENDX	177	272	65.07	100.00	177	WP_012045014.1	class D beta-lactamase OXA-1091	NA	NA
gCSD17_NYC_16	NA	NODE_21245_length_525_cov_1.987234	1	444	-	erm(36)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(36)	core	AMR	AMR	MACROLIDE	MACROLIDE	PARTIAL_CONTIG_ENDX	148	281	52.67	100.00	148	WP_015345217.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(36)	NA	NA
gCSD17_NYC_16	NA	NODE_21426_length_523_cov_1.831197	3	521	+	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	PARTIAL_CONTIG_ENDX	173	279	62.01	100.00	173	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NA	NA
gCSD17_NYC_16	NA	NODE_26472_length_472_cov_2.896882	3	470	-	erm(C)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	core	AMR	AMR	MACROLIDE	MACROLIDE	PARTIAL_CONTIG_ENDX	156	244	63.93	100.00	156	WP_001003264.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	NA	NA
gCSD17_NYC_16	NA	NODE_265865_length_217_cov_3.203704	3	215	+	qacL	quaternary ammonium compound efflux SMR transporter QacL	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	PARTIAL_CONTIG_ENDX	71	110	64.55	98.59	71	WP_000800531.1	quaternary ammonium compound efflux SMR transporter QacL	NA	NA
gCSD17_NYC_16	NA	NODE_29424_length_448_cov_30.508906	3	446	+	erm(X)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	core	AMR	AMR	MACROLIDE	MACROLIDE	PARTIAL_CONTIG_ENDX	148	284	52.11	100.00	148	WP_011117480.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	NA	NA
gCSD17_NYC_16	NA	NODE_5115_length_1080_cov_4.032195	117	929	+	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTX	271	271	100.00	100.00	271	WP_000018326.1	aminoglycoside O-phosphotransferase APH(3')-Ia	NA	NA
gCSD17_NYC_17	NA	NODE_105422_length_422_cov_1.405995	2	421	-	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	PARTIAL_CONTIG_ENDX	140	271	51.66	100.00	140	WP_000018326.1	aminoglycoside O-phosphotransferase APH(3')-Ia	NA	NA
gCSD17_NYC_17	NA	NODE_10592_length_997_cov_3.998938	2	997	+	tetA	tetracycline efflux ABC transporter TetAB subunit A	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIAL_CONTIG_ENDX	332	513	64.72	94.88	332	WP_011116969.1	tetracycline efflux ABC transporter TetAB subunit A	NA	NA
gCSD17_NYC_17	NA	NODE_106326_length_421_cov_1.049180	1	249	-	blaI	penicillinase repressor BlaI	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIAL_CONTIG_ENDX	83	126	65.87	98.80	83	WP_001284656.1	penicillinase repressor BlaI	NA	NA
gCSD17_NYC_17	NA	NODE_121368_length_402_cov_41.449568	2	388	+	erm(X)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	core	AMR	AMR	MACROLIDE	MACROLIDE	PARTIAL_CONTIG_ENDX	129	253	50.99	98.45	129	WP_032488331.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	NA	NA
gCSD17_NYC_17	NA	NODE_123473_length_400_cov_1.669565	3	398	-	erm(51)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(51)	core	AMR	AMR	MACROLIDE	MACROLIDE	PARTIAL_CONTIG_ENDX	132	263	50.19	100.00	132	WP_131386768.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(51)	NA	NA
gCSD17_NYC_17	NA	NODE_19820_length_775_cov_2.902778	43	774	+	blaRTG	RTG family carbenicillin-hydrolyzing class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIAL_CONTIG_ENDX	244	298	81.88	100.00	244	WP_128268233.1	RTG family carbenicillin-hydrolyzing class A beta-lactamase CARB-50	NA	NA
gCSD17_NYC_17	NA	NODE_2143_length_2273_cov_4.551398	256	1428	+	cmx	chloramphenicol efflux MFS transporter Cmx	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	BLASTX	391	391	100.00	99.49	391	WP_005297378.1	chloramphenicol efflux MFS transporter Cmx	NA	NA
gCSD17_NYC_17	NA	NODE_2268_length_2182_cov_4.155148	104	937	-	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.00	100.00	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id	NA	NA
gCSD17_NYC_17	NA	NODE_2268_length_2182_cov_4.155148	940	1740	-	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	267	267	100.00	100.00	267	WP_001082319.1	aminoglycoside O-phosphotransferase APH(3'')-Ib	NA	NA
gCSD17_NYC_17	NA	NODE_290178_length_295_cov_1.450000	1	288	-	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	PARTIAL_CONTIG_ENDX	96	184	52.17	100.00	96	WP_012695458.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	NA	NA
gCSD17_NYC_17	NA	NODE_53274_length_537_cov_1.234440	146	400	-	fosA	FosA5 family fosfomycin resistance glutathione transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	PARTIALX	85	139	61.15	98.82	85	WP_114473955.1	fosfomycin resistance glutathione transferase FosA9	NA	NA
gCSD17_NYC_17	NA	NODE_6256_length_1249_cov_2.851759	455	1249	+	erm(36)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(36)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTX	265	281	94.31	99.25	265	WP_015345217.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(36)	NA	NA
gCSD17_NYC_17	NA	NODE_670018_length_244_cov_2.031746	2	244	+	fosB	FosB1/FosB3 family fosfomycin resistance bacillithiol transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	PARTIAL_CONTIG_ENDX	81	139	58.27	100.00	81	WP_032488468.1	fosfomycin resistance bacillithiol transferase FosB	NA	NA
gCSD17_NYC_17	NA	NODE_7939_length_1124_cov_3.258185	3	539	+	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	PARTIAL_CONTIG_ENDX	179	279	64.16	100.00	179	WP_000259018.1	sulfonamide-resistant dihydropteroate synthase Sul1	NA	NA
gCSD17_NYC_18	NA	NODE_1257_length_6389_cov_11.190717	45	926	+	blaBJP	BJP family subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	BLASTX	294	294	100.00	93.88	294	WP_015684602.1	BJP family subclass B3 metallo-beta-lactamase	NA	NA
gCSD17_NYC_18	NA	NODE_1952_length_4835_cov_7.838075	3156	3971	-	blaOXA	OXA-1091 family class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	272	272	100.00	98.90	272	WP_012045014.1	class D beta-lactamase OXA-1091	NA	NA
gCSD17_NYC_18	NA	NODE_47848_length_497_cov_3.932127	2	496	-	blaBJP	BJP family subclass B3 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	PARTIAL_CONTIG_ENDX	165	294	56.12	93.33	165	WP_015684602.1	BJP family subclass B3 metallo-beta-lactamase	NA	NA
gCSD17_NYC_18	NA	NODE_51234_length_472_cov_1.997602	3	470	+	blaOXA	OXA-22 family class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIAL_CONTIG_ENDX	156	279	55.91	100.00	156	WP_064808581.1	OXA-22 family class D beta-lactamase OXA-574	NA	NA
gCSD17_NYC_19	NA	NODE_349_length_1498_cov_2.095634	2	697	+	erm(X)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	core	AMR	AMR	MACROLIDE	MACROLIDE	PARTIAL_CONTIG_ENDX	232	284	81.69	98.28	232	WP_063844894.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	NA	NA
gCSD17_NYC_2	NA	NODE_107439_length_296_cov_1.120332	13	294	+	qacE	quaternary ammonium compound efflux SMR transporter QacE	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	PARTIAL_CONTIG_ENDX	94	115	81.74	100.00	94	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NA	NA
gCSD17_NYC_2	NA	NODE_12197_length_559_cov_1.609127	1	558	+	mph(E)	Mph(E) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	PARTIAL_CONTIG_ENDX	186	294	63.27	100.00	186	WP_000155092.1	Mph(E) family macrolide 2'-phosphotransferase	NA	NA
gCSD17_NYC_2	NA	NODE_22960_length_461_cov_1.830049	3	461	+	blaRTG	RTG family carbenicillin-hydrolyzing class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIAL_CONTIG_ENDX	153	298	51.34	99.35	153	WP_015589625.1	RTG family carbenicillin-hydrolyzing class A beta-lactamase CARB-16	NA	NA
gCSD17_NYC_2	NA	NODE_263362_length_257_cov_0.950495	2	256	-	qacG2	quaternary ammonium compound efflux SMR transporter QacG2	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	PARTIAL_CONTIG_ENDX	85	110	77.27	97.65	85	WP_003830719.1	quaternary ammonium compound efflux SMR transporter QacG2	NA	NA
gCSD17_NYC_2	NA	NODE_4755_length_781_cov_2.652893	199	780	-	erm(X)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	core	AMR	AMR	MACROLIDE	MACROLIDE	PARTIAL_CONTIG_ENDX	194	284	68.31	98.97	194	WP_063844894.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	NA	NA
gCSD17_NYC_2	NA	NODE_8905_length_619_cov_2.198582	3	617	-	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	PARTIAL_CONTIG_ENDX	205	271	75.65	99.51	205	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2	NA	NA
gCSD17_NYC_20	NA	NODE_103227_length_312_cov_1.474708	2	286	-	dfrA16	trimethoprim-resistant dihydrofolate reductase DfrA16	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	PARTIAL_CONTIG_ENDX	95	157	60.51	98.95	95	WP_032490158.1	trimethoprim-resistant dihydrofolate reductase DfrA16	NA	NA
gCSD17_NYC_20	NA	NODE_130630_length_284_cov_1.253275	110	283	-	qacJ	quaternary ammonium compound efflux SMR transporter QacJ	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	PARTIAL_CONTIG_ENDX	58	107	54.21	94.83	58	WP_011100750.1	quaternary ammonium compound efflux SMR transporter QacJ	NA	NA
gCSD17_NYC_20	NA	NODE_22683_length_616_cov_52.026738	2	616	-	erm(X)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	core	AMR	AMR	MACROLIDE	MACROLIDE	PARTIAL_CONTIG_ENDX	205	284	72.18	98.05	205	WP_063844894.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	NA	NA
gCSD17_NYC_20	NA	NODE_250794_length_251_cov_0.979592	3	251	+	fosA	FosA5 family fosfomycin resistance glutathione transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	PARTIAL_CONTIG_ENDX	83	139	59.71	98.80	83	WP_012579083.1	fosfomycin resistance glutathione transferase FosA5	NA	NA
gCSD17_NYC_20	NA	NODE_268_length_4863_cov_5.773295	1043	2215	-	cmx	chloramphenicol efflux MFS transporter Cmx	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	BLASTX	391	391	100.00	99.74	391	WP_005297378.1	chloramphenicol efflux MFS transporter Cmx	NA	NA
gCSD17_NYC_20	NA	NODE_28567_length_551_cov_1.806452	23	550	-	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	PARTIAL_CONTIG_ENDX	176	271	64.94	100.00	176	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2	NA	NA
gCSD17_NYC_20	NA	NODE_30173_length_537_cov_1.647303	1	537	-	erm(C)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	core	AMR	AMR	MACROLIDE	MACROLIDE	PARTIAL_CONTIG_ENDX	179	244	73.36	100.00	179	WP_001003263.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	NA	NA
